id,label,text
275,0,"Es ist davon auszugehen, dass es auch hierzulande Gruppierungen gibt, die an einer Eskalation der Gewalt interessiert sind."
276,1,EU. Was für ein erbärmlicher Haufen. Auflösen. Europa muss neu geordnet werden. Föderal und subsidiär. Auf die Freiheit!
277,0,"Dümmer geht Immer! Mein dringender Rat! Erwachsene bemühen sich um Rechtschreibung, also bitte erst die Orthographie beherrschen und dann Antworten."
278,0,"denke eher, die Gesetze müssen bereinigt werden, damit eben nicht jede/r Klagen kann bis zum Sankt Nimmerleinstag u. alles auf Kosten der Deppen die Steuern zahlen"
279,0,"Wer glaubt, dass diese Migranten jemals arbeiten, der glaubt auch an den Weihnachtsmann. Es ist ja auch nicht geplant. Deutsche sollen für die arbeiten. Damit diese Herrschaften es gemütlich haben in unseren Sozialsystemen"
280,0,"Sypathisanten sind das, keine Anhänger. Die Hauptzielgruppe der AFD besteht aus Nichtwählern, dementsprechend hoch ist auch das Bildungsniveau jener."
281,0,"Juli verhinderte die Asyl-Lobbyistin Elin Ersson auf dem Flughafen Göteborg die Abschiebung eines Afghanen. Durch ein Video wurde die Aktion weltbekannt. Erssons mutmaßlich kriminelle Handlung wurde von der Kronen Zeitung und diversen Gutmenschen als „Zivilcourage“ verklärt.  Bald nach der vermeintlichen Heldentat wurde bekannt, dass der abzuschiebende Afghane ein verurteilter Gewaltverbrec"
282,0,"Das Problem ist auch, den Wirtschaftsflüchtlingen und teilweise krimminellen Illegalen Zuwanderer wird großzügig geholfen und armen deutschen die in Not geraten sind nicht."
283,1,"Und richtet dabei zahllose Tragödien an unter denen, die sich mit den „Neubürgern“ und importierten Glücksrittern im Alltag auseinandersetzen müssen und die das Zusammenleben – sehr zur Freude der Dame Özoguz – ständig neu auszuhandeln haben, nicht wissend, ob man den Tag ohne Messer zwischen den Rippen zu Ende bringt. Und selbst wenn Merkel zu dämlich sein sollte, die Tragweite ihr"
284,1,„Meinungsfreiheit?“ „Na bestimmte Meinungen sind davon nicht gedeckt.?“ „Und wer sortiert die falschen Meinungen aus?“ „Hab mal ein bißchen mehr Vertrauen? Du hast ja eine schlechte Meinung von deinen Journalistenkollegen.“ „Weil ich Sie kenne.
285,0,"Ja, die sch*iß ungläubigen ekelhaften deutschen verstehen sowas nicht. oh man."
286,1,Rohe ist ein ZwangsanderennachdemMundRedner
287,1,"Und die illegalen schatzsuchenden Migranten werden mal wieder in ""Flüchtlinge, Geflüchtete, etc"" umgedeutet"
288,0,"Wer diese Parteien wählt, kann nur ein Ziel haben. Die Zersetzung unserer Grundordnung ( GG), hin zum Anarchismus Man muss sich nur die Aufkleber der s.g. Linken, die überall aufgeklebt werden ansehen und bei Kundgebungen oder Demonstrationen, die bekannten Gesichter von Parteimitgliedern der Grünen suchen. Bis hinauf in höchste staatliche Ämter sind diese Chaoten vertreten."
289,0,"Es gibt halt die klassische Salonlinke, die schon immer die ""kleinen Leute"" verachtete."
290,0,"Mathias Meisner versteht sich nun mal als Nanny-Journalist, der dem Leser fürsorglich beim Denken hilft"
291,0,"Gibt es in Deutschland nicht schon genug Migranten, die unser Sozialsystem überdehnen und über kurz oder lang den sozialen Frieden gefährden?"
292,0,"Tja,warum ist den alles zur AFD gerannt? Weil die Linke weiterhin die Tore offen halten wollte."
293,0,"Völlig unberichtet, dass die AfD-Trauerkundgebung völlig friedlich stattfand und auch ebenfalls von den Medien nicht berichtet, dass sich ab ca. 17h ein gewalttätiger linksautonomer Block bildete und damit erst die Krawalle ausgelöst wurden. Die Linksautonomen hat die Lücken-Journallie nämlich erst seit den G-20-Gipfel auf dem Schirm - wie peinlich !!!"
294,0,"Lass sie plaudern, sie arbeiten nicht und bekommen Bockwurstgeld vom Staat…… ,was die mitzuteilen haben , ist wie Merkels Weihnachtsmaerchen jedes Jahr…. Bekloppte kann nur der Psychiater einschaetzen…. , heute hetzen sie gegen alles , morgen wissen sie nicht mehr weiter und bauen Molotovcocktails….   Halt Merkels Diener fuer die Sozialschmarotzer aus allen Welten…"
295,1,"Solange diese Frage nicht geklärt ist und nur wenige gleiche Länder die Hand heben um die Flüchtlinge aufzunehmen, gehört den EU-Mitgliedsländern, welche keine Flüchtlinge aufnehmen, EU-Fördergeld gekürzt bzw. gestrichen. Hier sind alls EU-Mitgliedsländer gefordert eine Lösung zu erarbeiten und bis zum Abschluss sich in Solidarität mit den anderen zu zeigen."
296,1,Fotografisch dokomentieren und am Tag X alle zur Rechenschaft ziehen
297,0,"Wir Idioten nehmen natürlich nur arme Kriminelle auf.  http://www.spiegel.de/politik/ausland/eu-kommission-laender-sollen-weniger-goldene-reisepaesse-vergeben-a-1221952.html   Die Praxis sei ein Einfallstor für Kriminelle und Geldwäscher.   Die EU dürfe nicht zu einem Hafen für Kriminelle, Korruption und schmutziges Geld werden."
298,0,"Nach Abitur direkt auswandern ohne arbeiten zu müssen?  Was ein sorgloses Leben.  Das sind dann auch irgendwie immer die Leute die die ganze Welt retten wollen... Interessant dass sie jetzt schon ideologisch motivierte Kleidung trägt und sich freut wenn Leute sie drauf ansprechen und fragen stellen, sie selbst hat aber sich wohl nicht gefragt was die ideologische Motivation von Kopftüchern ist."
299,0,"Es hilft alles nichts; wir müssen uns gedulden und warten, ob der Scheixx EU Laden auseinanderbricht!"
300,1,"Ich denke,damit ist wohl sehr klar gemeint ……..  Ende mit MultiKulti Ferienheim – und das Land in dem sie gerne leben ohne Arbeit. In unseren Personaldokumenten steht zwar nur deutsch,aber nicht Schlaraffenland fuer  Paradiesvoegel der Merkel Gang …"
301,1,"Wie viele Menschen sollen noch nach Deutschland kommen und die Sozialkassen belasten. Zudem handelt es sich überwiegend um junge Alleinreisende, die dann auch noch ihre Familienangehörigen nachholen wollen. Deutschland first würde ich mal sagen."
302,0,Das sind echte Nazis und Schlägertruppen sag nur G 20
303,0,"So auch der völlige psychische Zusammenbruch der Linken. Das eigene Verhalten ist nie der Grund wenn etwas nicht läuft, es muss immer jemand anderes sein. Die bösen russischen Hacker, die versteckten Alte-Herren-Kabale die Hillary verhindert haben usw. Dass die Leute keine Lust auf linke Phantastik haben kann ja gar nicht sein.  Wir haben es hier mit einem sehr spezifischen Anfall von Massenhys"
304,1,"In Deutschland werden Deutsche massenhaft von illegalen Einwanderen ermordet aber Merkel reist in Afrika herum, um Steuergeld zu verschenken und noch mehr Neger nach Europa zu holen. Offenbar geht ihr die Ausdünnung der Einheimischen hier noch nicht schnell genug."
305,0,"Die alten Trottel, die für eine solche Abschiebepolitik stimmen, sollen sich in Zukunft den Arsch selber abwischen.."
306,0,"Das Problem sind nicht die beiden Goldstücke, die halt mal mit dem Messer zugestochen haben, kann schließlich jedem passieren, sondern die vielen abgehängten Rechten, die den Vorfall schamlos missbrauchen, um ihre kruden Thesen unter das Volk zu bringen, dass unsere Goldstücke eventuell mit dem Messer zustechen könnten"
307,0,"Stimmt - sie wurden von tumben biodeutschen Nazis begangen, die sie mit Hakenkreuzen und Schweineköpfen „dekorierten“. Man braucht keine Religion, um solche Untaten zu begehen. Auch keine bestimmte Herkunft. Es reicht, möglichst wenig im Kopf zu haben."
308,0,Zitat Angela Merkel:  “ Antisemitismus ist unsere staatliche™ und bürgerliche_Pflicht™”  „An den Taten sollt ihr sie (HOCHverräter) erkennen—nicht an ihren Worten.“
309,0,Die Verbrecherin Merkel macht es möglich !!
310,0,"Nachdem unsere Intelligenzbestie , di mit der Raute, festgestellt hat, daß Georgien und Aserbaidshan sichere Länder sind, weil dort viel weniger gemordet und gemessert wird als in Schland, dürfte es nicht mehr lange dauern, bis sie mitbekommt, daß Australien, Neuseeland, Kanada, USA, Ungarn,... doch sichere Länder für hochqualifizierte Ureinwohner aus deutschen Landen sind."
311,1,"Mit einer CSU ein vernünftiges Einwanderungsgesetz hin zu bekommen, ist wenig denkbar. Mit seinem plakativen Spruch zäumt der bayrische Innenminister das Pferd am Schwanz auf."
312,1,Was sind das für Richter?
313,0,"Chemnitz ist der erste Funke ......  Eine verlogene politische Kaste, deren erste Reaktion auf die Geschehnisse dort in Chemnitz, nicht den Ursachen gilt, sondern der Diffamierung der Betroffenen, hat abgewirtschaftet.  Der Funke wird schon bald überspringen !!"
314,0,"Soweit ich das beurteilen kann, klaut die AfD die meisten ihrer Ideen bei amerikanischen Rechtspopulisten. Oder wie sonst soll man erklären, daß sich die AfD als einzige Partei für die vollständige Abschaffung der Erbschaftssteuer einsetzt? Nicht mal die FDP geht so weit!"
315,1,"Der Bürgermeister von Boostedt hat mutig und eindrucksvoll beschrieben, wie furchtbar sich die afrikanischen Migranten, die keine Bleibeperspektive haben, verhalten und wie die Akzeptanz in der Bevölkerung schwindet"
316,1,"Wenn die Ischiaskranken irgend was tun, dann tun sie es heimlich und erst dann darf man es in der Presse bringen wegen den Wahlen. Man kann doch bei denen kenem trauen. Die lügen alle dass sich die Balken biegen."
317,1,Elitekinder berichten aus ihrer Blase.  Der grüne Wählernachwuchs.Aus solchen Fällen ist für die Allgemeinheit nur wenig abzuleiten
318,1,T1	10_Negative-Bewertung 71 201	 Is(s)lam verbieten – wäre die einzig (!!) wirkliche Lösung!  Bingo! 🙂 … und dein Koran umgehend auf den Jugenschutz-Index stellen
319,0,Da sehe ich ein kleines Problem:     Wenn dies die Antifa erfährt finden Sie von ihrem Haus nur noch einen rauchenden Trümmerhaufen.
320,0,Du meinst die Hartzer die aus dem Osten in den Westen kommen und unsere Sozialsysteme ausnutzen?
321,0,"Abgesehen davon dass Kindergeldbanden (welche sich aus der Sorglosigkeit deutscher Beamte etabliert haben) für Schäden, mit fingierten Geburts- und Schulbescheinigungen, von mehr als 100 Millionen Euro sorgen."
322,0,"Man erinnert sich an wochenlange Palaver in den Medien und allen Talk-Sendungen, wieso der Amri noch da sein konnte, obwohl… Es wurden damals zukünftig bessere Umsetzungen von Abschiebungen gefordert und seitens der Behörden zugesagt. Wie das verwirklicht wurde, das kann man bestens anhand des unsäglichen Vorfalles in Chemnitz nachvollziehen: überhaupt nicht! Nur Sprechblasen, nichts weiter."
323,1,"Wenn ich so an meine Schulzeit zurückdenke, packt mich manchmal heute noch eine leise Wut. Der Grundschuldirektor, der mir grundlos, einfach aus einer Laune heraus, so ins Gesicht schlug, dass mein Kopf gegen die Wand knallte, der Pfarrer, der mich und einen Mitschüler an den Haaren packte und unsere Köpfe aneinanderschlug, das alles nannte sich damals in Deutschland ""Erziehung"". Manche Lehrer"
324,1,"Daniel wäre noch am Leben, wenn es das etablierte Politikerpack von cdulinkespdgrünen nicht geben würde, wenn es das Merkel-Kalifat nicht geben würde, wenn es die beiden Islam freundlichen und den Heiland verratenden Großsekten nicht geben würde, wenn es die Lügenmedien nicht geben würde…Das brd – Establishment könnte so weitermachen, wenn es den patriotischen Widerstand nicht geben w"
325,0,"Spanien torpediert .... alles verstrahlte Menschenkinder ! Oder gehen die ganz bewusst davon aus, dass sie sowieso fast keinen Flüchtling in ihrem Land behalten werden. Dieses vermeintlich berechnende Verhalten, gepaart mit dem so tuen als wäre man doch soo humanistisch ! Das wäre eher fies als fein !!"
326,0,nur Til Schweiger ??? Wer ist das ??? Muß man  diese Gutmenschen-Type kennen ????
327,0,"RBB = Rotfunk Berlin Brandenburg, der dem DDR-Fernsehprogramm in nichts nachsteht. Das Programm ist für Leute gemacht, die schon in teilweiser bis vollständiger politischer und geistiger Umnachtung dahinsiechen, oder erst noch in diesen Zustand gebracht werden sollen. Ich schalte diesen niveaulosen, absolut einseitigen Propagandaunfug schon lange nicht mehr ein. Das Programm erfüllt auch mit Bl"
328,0,"Blanker Hohn! Kaum war meine Tochter mit dem Abitur fertig, wurde das Kindergeld eingestellt, weil sie ja nicht wisse, was sie mit ihrem Leben anfangen soll. Eingereichte Papiere gingen wiederholt verloren. Immer wieder Drohungen der Einstellung oder Rückzahlung. Jetzt studiert sie und es gibt Ernsthaftigkeitsprüfungen. Bevor das Amt irgendetwas erfragt, wird erst einmal eingestellt. Wir haben e"
329,0,"Und damals wie heute haben die Zugereisten kein echtes Interesse sich zu integrieren, sondern die Idee im Hinterkopf, diesen Staat zu okkupieren und zu erobern."
330,0,"Sollte Deutschland jetzt schon Geld bezahlen um Terroristen zurückholen zu können, wird es wirklich langsam Zeit, diesem Land und vor allem der hiesigen Politik den Rücken zu kehren."
331,0,UNHCR lügt. Es gibt keine Flüchtlinge mehr.
332,1,Unsere Weiber sind einfach nur blöde Sie gehen schon mit... weil sie spitz sind ;-) Und wenn es dann nicht so kuschelig wird wie sie es sich in ihrem Spatzen Hirn vorgestellt haben machen sie einen Rückzieher.... Aber das funktioniert bei diesen Primitiven nicht ! Pech gehabt Dummheit schützt vor Schaden nicht :-(
333,0,"ch habe einen Bericht gelesen, der im Rahmen der Diskriminierungsdebatte zum Schluss kam, dass Muslime bei eingen Arbeitgebern nicht so sehr beliebt sind, da die Gesetzgebung in diesem Bereich nicht arbeitgeberfreundlich ist. So dürfen sie während der Arbeit beten und so dürfen sie auch während des Ramadans eine geringere Leistung aufgrund des Fastens erbringen. Es gib auch Fälle, wo die Muli"
334,1,"Sie, Herr Winterstein, schwafeln mangels Sachargumenten von ""Rassismus"", geht es noch blöder? \r Ihre selbstreferentiellen ""Weisheiten"" sind betreutes Denken von Vorgestern"
335,0,Entscheidet das Frau Angela Merkel persönlich oder vielleicht sogar unser Innenminister der vorher so getönt hat dass es mit ihm nicht geht?
336,1,"Hauptproblem sind europäische Volksgruppen, die deutsche Sozialsysteme als Basis für ein Dolce Vita und teilweise kriminelle Machenschaften entdeckt haben."
337,0,"Ich finde es unglaublich anstrengend, diesem Menschen zuzuhören (dem Link auf youtube folgend).   Der spricht in jedem Satz jedes Wort so einzeln aus, dass es nervt!  Ich hör mir das trotzdem zu Ende an, da er ggf. im Recht sein könnte."
338,1,Wie kann man als Professor nur so ignorant sein?
339,0,"Entschuldigen Sie bitte, aber wenn Sie Ihren letzten Satz tatsächlich ernst meinen, sind Sie ein Idiot!"
340,0,Wie naiv und d**m kann man sein ?
341,0,"Im Unterschied zu den Pseudo-Moralisten der Grünen und Anderen in der Linkspartei hat Frau Wagenknecht begriffen, dass es so dauerhaft nicht gut gehen wird."
342,0,"Leider nützt die beste Analyse nichts, wenn die Machthaber die kulturelle und ethnische Homogenität mit Absicht zerstören wollen - und dies auch leicht schaffen können mit Hilfe von religiös motivierten Eroberungsmigranten"
343,0,"Die Angriffe mit Branntkalk machen nur die menschenverachtende Gewissenlosigkeit der Invasoren deutlich, und wer sich solch einem gewalttätigen Mob anschliesst sollte sich nicht darüber beklagen dazugezählt zu werden."
344,1,Der Mord in Chemnitz war eine dieser Aktionen zu der die Migranten aufgerufen wurden von Musa und Chebli diese Migranten haben das Land nicht vorangebracht sondern Bomben und Morden es in die Steinzeit zurück wie ihre Religion
345,1,"Am Ende bedeutet das Bürgerkrieg. Ich möchte ein friedliches Deutschland und Europa erhalten, das sich verteidigen muss. Die Grünen haben darin kein Platz – sie müssen weichen, wenn unsere Kultur überleben soll"
346,1,"adolfo das tust du ja bereits mit deiner feigheit. wärst du ein DEUTSCHER held und kein sprücheklopfer, hättest du dich mit dem deutschem volk bereits vorm bundeskanzlerinamt versammelt. nun aber kriegen heldenhafte deutsche was sie verdienen"
347,0,"Alles Nazis in Europa, selbst die spanischen Linken,\r \r wollen die doch keine Neubürger die sich mit Branntkalk, Fäkalienbomben, Flammenwerfern und sonstiger Gewalt Einlass verschaffen."
348,0,"Ich kann es mir auch nicht verkneifen: Blöd, selber schuld. Vielleicht war´s eine Teddybär-Werferin?!"
349,1,Und was soll Europa mit Massen überwiegend nicht sozialisierbarer und bildbarer Menschen anfangen die bestenfalls für Hilfsarbeiten in Frage kommen? Davon wandern nach wie vor ca. 80 %  dauerhaft in die Sozialsysteme ein.
350,1,"MESSER-MOSLEMS, BEI IHREM AMOK-LAUF, HALTEN WEDER DUMME KUH, NOCH ESEL AUF!  Traumjob der islamischen Invasoren: Halsabschneider äh Herrenfrisör, mal wird der verliebten Chefin u. Frisörmeisterin die Kehle gemessert, mal einem deutschen Mulatten."
351,1,Sage 2 die Nazi Schweine seit ihr !!! Ihr wollt unser Land zerstören!!! Wie krank seit ihr ??? Seit ihr wahnsinnig geworden??? Die überrollen uns....merkst du noch irgendwas???? Was haben deine Eltern bei dir falsch gemacht ???? Willst du ganz Afrika aufnehmen??? Lass doch mal deinen normalen Menschenverstand walten.....WIR KÖNNEN NICHT ALLE AUFNEHMEN!!!! Geht das in deinen Kopf nicht rein??
352,0,"-Bewertung 886 1136	- Warum ergreifen ausgerechnet Arbeitnehmer in Deutschland so herzergreifend Partei für die Gewinne der Arbeitgeber? Was verspricht man sich davon, wenn man die eigene Ausbeutung (ja, in diesem Gewerbe ist es häufig genau das: Ausbeutung) verteidigt?"
353,0,"Wer außerhalb seiner ""bürgerlichen Rechte"" - sprich seiner ihm vom Autor zugesprochenen Befugnisse - etwa äußert, nur äußert, und sei es auch noch so behämmert, so ist das grundsätzlich dumpf-national und falsch"
354,0,Und täglich grüßt die Mickrations/Asylmissbrauchs/Umvolkungs-Propaganda auf allen Kanälen des 8Milliarden/Jahr schweren öffentlich verächtlichen SchundFUNKs
355,0,"Ich war vor kurzem beim Arzt. Dort lag der Spiegel 08.18 aus. Unberührt. Ich habe darin geblättert und mir gleich die Hände gewaschen. Hetze über Hetze. Die Frohe Botschaft, dass der Spiegel ungelesen dort auslag und das Händewaschen habe ich gleich der Redaktion mitgeteilt. Sie sollen wissen was für ein Schweineblatt sie drucken."
356,0,Man wusste das Grundschulbildung vorlag....und hat absichtlich Falschinformationen gegeben.
357,0,"DIE CDU IST KEINE RANDNOTIZ MEHR WERT Wer sich allen Ernstes noch mit dieser völlig maroden, zerschossenen, gesichts- und rückgratlosen Partei beschäftigt, der macht sich lächerlich. Vor allem dann, wenn es längst eine vitale alternative gibt. Die hoffentlich stärker und stärker wird. Die AfD ist so wie die CDU zu ihren besten Zeiten war und noch um etliches besser. Man sollte gerade in ein"
358,1,"Da werden die GUT - Menschen schauen, wenn sie nicht mal den einfachsten Job mehr bekommen, als Deutsche und wenn sie noch so qualifiziert sind :) In den USA hat ein US - Pakistani sich als Afroamerikaner verkleidet um sich mit schlechten Noten an einer Uni für Medizin zubewerben. Man hat den Fake Afro genommen und den besseren anderen NICHT. Tja im Hollywoodfilm Black Panther lernt man ja, das d"
359,1,"Na klar, die kriminellen Schlepper finden immer politische Arschlöcher, die sich von ihnen erpressen lassen. Und unser Außenzwerg, auf Befehl der Berliner Watschelente, wieder dabei"
360,1,"überall in Deutschland, eine Folge einer völlig falschen Merkel-Politik ist, wächst die Angst und die Wut der Bevölkerung weiter an. Denn Alle haben unter dieser menschenverachtenden Merkel-Politik persönlich nur Nachteile, wenn sie mit den unzivilisierten exotischen Vagabunden die Merkel grenzenlos anlockte, in Kontakt bzw. Konflikte geraten, und den Kürzeren ziehen. Gleichzeitig hat sich g"
361,1,Die Bilder der Schiffe gehen um die Welt – und schrecken Zuwanderer möglicherweise ab. Das wäre ja eine Katastrophe !!!  Nur so kann man den Invasoren klarmachen das man sie nicht haben will..
362,1,Man soll die Fremd- und Feindkültürellen ja nicht rausrechnen sondern rauswerfen
363,0,Das zeigt einfach nur das die Regierung langsam kalte Füße bekommt. Da wurden mal auf die schnelle Steuergelder locker gemacht um diese Demo's von gehirntoten Deutschen auf die Beine zu stellen. Es hat damals schon in Sachsen begonnen und es wird wieder so sein.
364,1,"Moslems und der Islam lebt nur für den Judenhass .  „Juden sind fremdartige Bakterien, sie sind Mikroben ohne Beispiel auf dieser Welt. Möge Gott das schmutzige Volk der Juden vernichten, denn sie haben keine Religion und kein Gewissen! Ich verurteile jeden, der glaubt, eine normale Beziehung mit Juden sei möglich, jeden, der sich mit Juden zusammensetzt, jeden, der glaubt, Juden seien Mensch"
365,0,Diesen Söder wenn ich schon sehe.... Selbstgerecht und selten dämlich
366,0,"doof wenn man keine Ahnung hat, was?"
367,1,"Und die anderen europäischen Sozialbetrüger werden sich auch überlegen, ob es dann noch „lohnenswert“ ist, hier zu leben. Man muss halt die Gesetzeslücken schliessen, wenn man weiss, wo diese ist."
368,0,Das ist die sogenannte Pressefreiheit in Deutschland. Und da wollen die hiesigen Medien (Fake News Maker) von einem verwirrten US Präsidenten Trump ablenken. Dabei sind diese auch nur Manipulateure des Volkes. Deutschland liegt in Sachen Pressefreiheit nur auf Rang 16. Pressefreiheit sieht doch irgendwie anders aus.
369,0,"Was derzeit in Chemnitz geschieht, könnte ein Wendepunkt in der jüngsten Geschichte unseres Vaterlandes werden, zum Negativen wie zum Positiven. Der jüngste Messerübergriff von mutmaßlich mindestens zwei Invasoren, offenbar einem Syrer und einem Iraker, hat das Faß nach Mia und vielem mehr zumindest in Chemnitz nun zum Überlaufen gebracht"
370,0,"Sami A & family weiß sicher, wo dem Gericht sein Haus wohnt…  OT zum Wohnort des Hauses VT  Italien schließt die Häfen für F’lingsboote und am übernächsten Tag explodiert eine Brücke in der Hafenstadt Genua. Zu-Fälle gibt’s."
371,0,"Solche berichte passt die afd Sekte nicht. Die Afd Sekte möchte, dass Flüchtlinge Verbrechen begehen damit sie hetzen können."
372,0,"Ich kann nirgends erkennen, dass daran auch nur gedacht würde, irgendwie zu kontrollieren (bis auf die 3 Grenzpunkte in Bayern) – und auch da werden alle, die Asyl sagen können, weiter gewunken. Deshalb ist auch die Vereinbarung mit Spanien zur Rückführung Augenwischerei"
373,0,"Man muss leider auch pragmatisch akzeptieren, dass hier ja nicht nur Politiker, Soziologen und Bildungsbürger an der Debatte teilnehmen, sondern auch Schulabbrecher, Alkoholiker, Sonderschulabsolventen etc. Dort kann man nicht mit Kant und europäischer Aufklärung argumentieren"
374,0,"Die Situation ist nicht ganz ungefährlich für die Eliten. Wenn so viele Menschen auf die Strasse gehen, wird man natürlich etwas nervös. Frau Merkel und ihre Kumpane müssen unter allen Umständen verhindern, dass das Verhalten der Sachsen Schule macht. Darum wird jetzt aus allen Kanonen gefeuert. Nazis überall, soweit das Auge reicht. Der Begriff Nazi ist immer ein probates Mittel, die Mensc"
375,0,Unsere Gerichte sind echt das Letzte
376,1,"Das Thema geht euch Russen gar nichts an, weil es deutsche Innenpolitik ist! Eine freche Einmischung in unsere Angelegenheiten betreibt der Kreml hier!!!!"
377,0,"Wenn die UNO hier „sich so gut mit Volkswirtschaft“ auskennt, warum gibt es denn noch UNO-Flüchtlingslager und keine regionalen Entwicklungspläne & „Charter Cities“ (nach Paul Romer) für die Entwicklungsländer & Krisengebiete ??? Damit wäre den betroffenen Regionen viel besser geholfen, als die vielen Menschen in „UNO-Lager“ zu sperren und dann von den UNO-Mitgliedsländer (höher"
378,1,"Werter Herr Holst- bei Ihrem Artikel haben Sie das konkrete Ziel des Urteils aus den Augen verloren: Ziel des Urteils ist, Kritiker der linksgrün-merkelschen, EU- und UNHCR-Migrationspolitik mit Staatsgewalt mundtot zu machen"
379,1,"Die Familie des ermordeten Deutschen aus Chemnitz sollte jetzt umgehend den Staat in Haftung nehmen. Wir müssen von den Altparteien verlangen, dass sie endlich den gesetzlichen Rahmen so umgestalten und verschärfen, dass jeder Ausländer unverzüglich und zwar von Gesetzes wegen – ohne Rechtsschutzmöglichkeit –  zwingend abzuschieben ist, wenn er auch nur das kleineste Vergehen begangen hat"
380,1,Die Orte mit den grössten Müllbergen und Rattenplagen sind nicht etwa Gebäude und Wohnviertel wo die im Artikel genannte Minderheiten NACHWEISLICH wohnen sondern die fiesen deutschen Nazis kommen jede Nacht und laden ihren Müll ABSICHTLICH bei den durch ihre Sauberkeit und Reinlichkeit bekannten Minderheiten ab weil der Deutsche eben ein Scheiss Nazi ist! \r \r Die Ratten bringen Sie auch mit!
381,0,"Erst der Zuzug dieser Steinzeitmenschen hat das aufgetan,was gerade hier abläuft."
382,0,Das CDU-SPD-Regime will die Macht und nicht das Wohl des deutschen Volkes Artikel 56 des Grundgesetzes… geht diesem Regime am Allerwertesten vorbei. (im Volksmund auch Arsch genannt)….
383,0,Du glaubst alles was man dir sagt? Dann bist du nicht ganz dicht sorry
384,0,vor was die Afd nun schon seit Jahren vehement warnt.und dafür in Grund und Boden verdammt wurde von der Heuchelgilde der etablierten Parteien und der Mainstream-Medien
385,0,"Der Hass sollte sich nicht so sehr gegen die illegalen Invasoren, sondern gegen das brd-Establishment richten, das diese Leute reinlässt und trotz Abschiebungsgebot in Deutschland in verbrecherischer Weise belässt und ihnen aus der Steuerklasse viel Geld gibt"
386,0,Aber die Sicherheit der Bevölkerung ist für einige Parteien nur sekundär von Bedeutung.
387,0,Dieselbe Sülze 1:1 heute im Sat1-Frühstücksfernsehen.
388,1,"Selbst Brückenschlafplätze und die Armenküchen sind in der der Hand von CDU-Merkels-Moslems. Deutsche Hartz-4-Empfänger, von der deutschen Sozialdemokratie erniedrigt und beleidigt sowie strafverfolgt von den unterbelichteten \""Job-Centern,\"" haben keine Chance mehr gegen den Verdrängungswettbewerb von Merkels Schwarz-Afrikanern und anderen Moslems…"
389,1,alee zu den politweibern die sind heiss drauf
390,0,"Heute kommt noch ein wenig Staatspropaganda, getarnt als Nachrichten, hinzu – incl. Zwangsbezahlung. Und wer einmal mit diesem sogenannten Beitragsservice zu tun hatte, weiss was los ist – und ich rede nicht von Verweigerung der sogenannten Beiträge"
391,0,"Wie kommt diese Regierung eigentlich dazu, so unverantwortlich mit Deutschen Steuergeldern umzugehen?"
392,0,"Ob die Analphabeten die versuchen über das Asylsystem nach Deutschland zu kommen geeignet sind als Maurer, Dachdecker, Maler, Fliesenleger etc?"
393,1,"Die Vorsitzenden, von irgendwelchen Schnarchvereinen, würden ich erst einmal aus Deutschland ausweisen. Wenn es denen hier nicht gefällt, sollten sie abhauen, solange es noch geht. Jeder A*** stellt irgendwelche Forderungen, die ich bezahlen muss. Weg mit diesen Idioten und den Politikern die dieses zulassen gleich mit!"
394,0,Die versteckten Botschaften mit den ach so netten Kindern sind längst erkannt.
395,0,"Der IS beweist immer wieder eine gnadenlose Entschlossenheit, jeden zu eliminieren, der seinen Ansichten widerspricht. IS-Anhänger haben Jesiden und Christen umgebracht, aber die große Mehrzahl der Opfer waren Muslime. Muslime, die gegen den IS ankämpfen und seine Autorität nicht akzeptieren."
396,1,"Liebe Spanier : LmaA! Außerdem, unsere tolle Kanzlerin könnt Ihr auch gerne haben!"
397,1,"Langsam beschleicht mich das Gefühl, dass die ehemaligen Ostblockländer nur deshalb der EU beitraten, weil sie auf diese Weise ihre Zigeuner los werden konnten. Sie brauchten ihre, heute Sinti und Roma genannten, lieben Landsleute nicht einmal vertreiben, wie damals die bösen Deutschen. Die mobilen Volksgruppen gingen freiwillig und bereichern heute unsere Kultur. Halleluja. Übrigens: Die hier"
398,1,Muslime gehören schlicht und ergreifend in ein muslimisches Land
399,0,"""Während Politik und Medien vor allem den radikalen Gegnern von Einwanderung viel Aufmerksamkeit widmen, bleibt die Mitte der Gesellschaft weitgehend unbeachtet."""
400,0,Lesen kannst du schon?
401,0,"Die Analogie der deutschen Politik mit Scotts Selbstmordkommando gefällt mir, besonders der Hinweis auf die Uneinsichtigkeit der Akteure.  Was mich (und viele andere, da bin ich sicher) so empört, ist, dass die im Sicheren sitzenden Oberschichten, entweder kinderlos oder mit genug Geld für Privatschulen, die Mittel- und Unterschichten so brutal für ihre (also die der Oberschichten) Ideologie v"
402,0,"Rechtsradikale verabreden sich via Facebook und anderen sozialen Medien zum Landriedensbruch. Dieser findet statt, aber das eine habe mit dem anderen nichts zu tun?"
